,Date,League,Home,Away,Goals_H,Goals_A,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay
1407,2024-01-20,ITALY - SERIE B,Reggiana,Como,2,2,3.35,3.6,2.4,2.56,3.1,3.25
1408,2024-01-20,ITALY - SERIE B,Spezia,Cremonese,0,1,3.35,3.7,2.16,2.38,3.45,3.75
1409,2024-01-20,ITALY - SERIE B,Ternana,Cittadella,3,1,3.0,3.1,2.66,2.8,3.15,3.3
1410,2024-01-20,SPAIN - LALIGA,Rayo Vallecano,Las Palmas,0,2,1.96,1.97,5.0,5.1,3.4,3.45
1411,2024-01-20,SPAIN - LALIGA2,Albacete,Alcorcon,0,1,1.56,1.62,7.0,7.8,3.95,4.5
1412,2024-01-20,TURKEY - 1. LIG,Boluspor,Bandirmaspor,2,1,2.84,3.55,2.26,2.84,2.94,3.6
1413,2024-01-20,TURKEY - SUPER LIG,Alanyaspor,Rizespor,2,1,2.32,2.42,3.2,3.35,3.55,3.65
1414,2024-01-20,TURKEY - SUPER LIG,Karagumruk,Basaksehir,1,1,2.28,2.4,3.3,3.65,3.45,3.55
1415,2024-01-20,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,AVS,1,3,4.0,4.5,2.02,2.14,3.35,3.5
1416,2024-01-20,GERMANY - BUNDESLIGA,Bochum,Stuttgart,1,0,3.9,3.95,2.0,2.04,4.0,4.1
1417,2024-01-20,GERMANY - BUNDESLIGA,Darmstadt,Eintracht Frankfurt,2,2,4.0,4.1,2.02,2.04,3.8,3.85
1418,2024-01-20,GERMANY - BUNDESLIGA,FC Koln,Dortmund,0,4,4.7,4.8,1.77,1.78,4.4,4.5
1419,2024-01-20,GERMANY - BUNDESLIGA,Freiburg,Hoffenheim,3,2,2.16,2.18,3.5,3.55,3.85,3.9
1420,2024-01-20,GERMANY - BUNDESLIGA,Heidenheim,Wolfsburg,1,1,2.86,2.88,2.62,2.66,3.65,3.7
1421,2024-01-20,BELGIUM - JUPILER PRO LEAGUE,Genk,Cercle Brugge KSV,1,1,1.83,1.89,4.3,4.8,4.0,4.2
1422,2024-01-20,ENGLAND - CHAMPIONSHIP,Blackburn,Huddersfield,1,1,1.79,1.8,4.8,4.9,4.2,4.3
1423,2024-01-20,ENGLAND - CHAMPIONSHIP,Bristol City,Watford,1,1,2.5,2.54,3.15,3.25,3.4,3.45
1424,2024-01-20,ENGLAND - CHAMPIONSHIP,Middlesbrough,Rotherham,1,1,1.33,1.34,11.0,12.5,6.0,6.2
1425,2024-01-20,ENGLAND - CHAMPIONSHIP,Norwich,West Brom,2,0,2.9,2.92,2.68,2.7,3.5,3.55
1426,2024-01-20,ENGLAND - CHAMPIONSHIP,Plymouth,Cardiff,3,1,2.34,2.36,3.3,3.35,3.7,3.75
1427,2024-01-20,ENGLAND - CHAMPIONSHIP,QPR,Millwall,2,0,2.62,2.64,3.15,3.2,3.25,3.3
1428,2024-01-20,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Coventry,1,2,3.3,3.35,2.36,2.38,3.6,3.65
1429,2024-01-20,ENGLAND - CHAMPIONSHIP,Stoke,Birmingham,1,2,2.0,2.02,4.3,4.4,3.6,3.65
1430,2024-01-20,ENGLAND - LEAGUE TWO,Barrow,Crewe,1,3,1.91,1.94,4.4,4.7,3.75,3.95
1431,2024-01-20,ENGLAND - LEAGUE TWO,Gillingham,Forest Green,1,1,1.88,1.93,4.7,4.9,3.6,3.85
1432,2024-01-20,ENGLAND - LEAGUE TWO,MK Dons,Morecambe,1,2,1.53,1.56,6.6,7.4,4.7,4.9
1433,2024-01-20,ENGLAND - LEAGUE TWO,Newport,Wrexham,1,0,3.95,4.3,1.95,1.98,4.0,4.3
1434,2024-01-20,ROMANIA - LIGA 1,U. Cluj,FC Hermannstadt,2,1,2.08,2.1,4.6,4.9,3.1,3.2
1435,2024-01-20,ENGLAND - LEAGUE ONE,Bristol Rovers,Blackpool,1,2,2.74,2.76,2.76,2.8,3.55,3.65
1436,2024-01-20,ENGLAND - LEAGUE ONE,Burton,Charlton,2,0,3.3,3.35,2.32,2.38,3.55,3.7
1437,2024-01-20,ENGLAND - LEAGUE ONE,Exeter,Cambridge Utd,0,0,2.42,2.44,3.35,3.45,3.35,3.4
1438,2024-01-20,ENGLAND - LEAGUE ONE,Fleetwood,Portsmouth,0,1,4.6,4.8,1.8,1.83,4.1,4.3
1439,2024-01-20,ENGLAND - LEAGUE ONE,Leyton Orient,Bolton,1,0,3.75,3.8,2.2,2.22,3.5,3.55
1440,2024-01-20,ENGLAND - LEAGUE ONE,Lincoln,Derby,0,0,5.3,5.5,1.77,1.79,3.95,4.0
1441,2024-01-20,ENGLAND - LEAGUE ONE,Peterborough,Shrewsbury,2,1,1.34,1.35,10.5,12.0,5.9,6.0
1442,2024-01-20,ENGLAND - LEAGUE ONE,Wigan,Reading,1,0,2.3,2.34,3.25,3.35,3.65,3.8
1443,2024-01-20,SCOTLAND - LEAGUE TWO,East Fife,Peterhead,2,2,2.52,2.92,2.62,2.9,3.2,4.1
1444,2024-01-20,SCOTLAND - LEAGUE TWO,Stenhousemuir,Stranraer,1,0,1.35,1.39,8.6,12.0,5.0,6.2
1445,2024-01-20,ITALY - SERIE B,Cosenza,Venezia,4,2,3.3,3.55,2.42,2.56,3.1,3.3
1446,2024-01-20,ITALY - SERIE B,Lecco,Pisa,1,3,2.88,3.15,2.6,2.84,3.1,3.4
1447,2024-01-20,ITALY - SERIE B,Palermo,Modena,4,2,2.2,2.4,3.45,3.8,3.3,3.5
1448,2024-01-20,SPAIN - LALIGA2,Amorebieta,Eldense,0,2,2.82,2.88,2.98,3.15,2.98,3.15
1449,2024-01-20,GERMANY - 3. LIGA,Munich 1860,Duisburg,4,1,2.28,2.48,3.15,3.45,3.4,3.75
1450,2024-01-20,NETHERLANDS - EREDIVISIE,Nijmegen,Twente,1,0,4.5,4.7,1.85,1.86,4.1,4.3
1451,2024-01-20,PORTUGAL - LIGA PORTUGAL,Estoril,Arouca,1,2,2.4,2.5,3.15,3.3,3.5,3.6
1452,2024-01-20,PORTUGAL - LIGA PORTUGAL 2,Feirense,Oliveirense,0,0,2.0,2.12,3.65,4.3,3.55,3.9
1453,2024-01-20,TURKEY - 1. LIG,Kocaelispor,Eyupspor,2,1,3.95,4.4,2.04,2.1,3.5,3.6
1454,2024-01-20,TURKEY - SUPER LIG,Adana Demirspor,Ankaragucu,1,1,2.08,2.14,3.75,4.0,3.7,3.8
1455,2024-01-20,TURKEY - SUPER LIG,Pendikspor,Besiktas,4,0,3.9,4.2,1.95,1.98,4.0,4.3
1456,2024-01-20,ITALY - SERIE A,AS Roma,Verona,2,1,1.46,1.47,9.4,9.6,4.6,4.7
1457,2024-01-20,SWITZERLAND - SUPER LEAGUE,Young Boys,Grasshoppers,1,0,1.49,1.55,6.4,6.8,5.1,5.5
1458,2024-01-20,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Kortrijk,0,1,1.56,1.6,6.6,7.6,4.5,4.6
1459,2024-01-20,GERMANY - BUNDESLIGA,RB Leipzig,Bayer Leverkusen,2,3,2.54,2.56,2.84,2.86,3.9,3.95
1460,2024-01-20,SPAIN - LALIGA,Valencia,Ath Bilbao,1,0,3.65,3.7,2.28,2.3,3.45,3.5
1461,2024-01-20,ENGLAND - PREMIER LEAGUE,Brentford,Nottingham,3,2,1.87,1.88,4.7,4.8,3.9,3.95
1462,2024-01-20,SPAIN - LALIGA2,Espanyol,Villarreal B,2,1,1.52,1.58,6.6,7.4,4.4,4.8
1463,2024-01-20,SPAIN - LALIGA2,Tenerife,Gijon,1,2,2.26,2.38,3.85,4.2,2.92,3.1
1464,2024-01-20,NETHERLANDS - EREDIVISIE,Heracles,FC Volendam,1,1,1.73,1.77,4.7,5.0,4.3,4.6
1465,2024-01-20,PORTUGAL - LIGA PORTUGAL,Casa Pia,SC Farense,1,3,2.3,2.36,3.55,3.7,3.35,3.45
1466,2024-01-20,ROMANIA - LIGA 1,Petrolul,Din. Bucuresti,1,0,1.97,2.14,4.3,5.0,3.25,3.55
1467,2024-01-20,GERMANY - 2. BUNDESLIGA,Schalke,Hamburger SV,0,2,2.6,2.72,2.54,2.68,3.9,4.3
1468,2024-01-20,SWITZERLAND - SUPER LEAGUE,Lausanne,St. Gallen,0,1,2.86,3.1,2.32,2.5,3.75,4.3
1469,2024-01-20,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Westerlo,3,0,1.26,1.32,11.0,13.0,6.6,7.4
1470,2024-01-20,ITALY - SERIE A,Udinese,AC Milan,2,3,4.4,4.5,1.93,1.94,3.85,3.9
1471,2024-01-20,SPAIN - LALIGA,Celta Vigo,Real Sociedad,0,1,3.3,3.35,2.64,2.68,3.05,3.1
1472,2024-01-20,SPAIN - LALIGA2,Ferrol,R. Oviedo,1,3,2.46,2.6,3.55,3.75,2.94,3.05
1473,2024-01-20,PORTUGAL - LIGA PORTUGAL,FC Porto,Moreirense,5,0,1.28,1.29,13.0,14.0,6.8,7.0
1474,2024-01-20,MEXICO - LIGA MX,Toluca,Mazatlan FC,4,1,1.55,1.65,5.6,6.6,4.4,5.1
1475,2024-01-20,MEXICO - LIGA MX,Club America,Queretaro,2,0,1.44,1.48,7.4,8.6,4.8,5.4
1476,2024-01-21,MEXICO - LIGA MX,Atlas,Club Tijuana,0,0,2.38,2.44,3.55,3.65,3.25,3.3
1477,2024-01-21,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Melbourne City,2,1,2.42,2.46,2.86,2.92,4.1,4.2
1478,2024-01-21,TURKEY - 1. LIG,Keciorengucu,Manisa FK,1,1,3.2,3.6,2.28,2.52,3.25,3.7
1479,2024-01-21,TURKEY - 1. LIG,Tuzlaspor,Altay,2,0,1.73,1.99,4.6,6.0,3.5,4.1
1480,2024-01-21,TURKEY - SUPER LIG,Sivasspor,Gaziantep,2,2,1.99,2.06,4.5,4.7,3.45,3.6
1481,2024-01-21,PORTUGAL - LIGA PORTUGAL 2,Tondela,FC Porto B,0,0,2.58,2.78,2.62,2.74,3.75,4.0
1482,2024-01-21,NETHERLANDS - EREDIVISIE,Utrecht,PSV,1,1,9.2,10.0,1.35,1.37,6.2,6.6
1483,2024-01-21,ITALY - SERIE A,Frosinone,Cagliari,3,1,2.48,2.5,3.15,3.2,3.55,3.6
1484,2024-01-21,ENGLAND - CHAMPIONSHIP,Leeds,Preston,2,1,1.31,1.32,13.0,14.0,6.0,6.2
1485,2024-01-21,BELGIUM - CHALLENGER PRO LEAGUE,Waregem,Genk U23,1,1,1.57,1.67,4.4,5.6,4.5,6.4
1486,2024-01-21,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Charleroi,4,1,1.67,1.71,5.7,6.0,4.2,4.3
1487,2024-01-21,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Dusseldorf,2,2,2.5,2.56,2.84,2.9,3.9,4.0
1488,2024-01-21,GERMANY - 2. BUNDESLIGA,Magdeburg,Wehen,1,0,1.69,1.73,5.1,5.2,4.3,4.6
1489,2024-01-21,GERMANY - 2. BUNDESLIGA,Paderborn,Greuther Furth,0,1,2.26,2.32,3.2,3.35,3.8,3.9
1490,2024-01-21,GERMANY - 3. LIGA,Preussen Munster,Arminia Bielefeld,2,1,2.3,2.52,2.84,3.1,3.7,4.2
1491,2024-01-21,ROMANIA - LIGA 1,FC Botosani,CFR Cluj,1,0,6.2,7.6,1.58,1.71,3.8,4.4
1492,2024-01-21,SPAIN - LALIGA,Osasuna,Getafe,3,2,2.32,2.34,4.0,4.1,3.1,3.15
1493,2024-01-21,SPAIN - LALIGA2,Racing Santander,FC Cartagena SAD,0,2,1.87,1.96,4.5,4.9,3.5,3.8
1494,2024-01-21,TURKEY - 1. LIG,Sanliurfaspor,Adanaspor AS,4,0,2.16,2.38,3.1,3.8,2.98,3.85
1495,2024-01-21,TURKEY - SUPER LIG,Fenerbahce,Samsunspor,1,1,1.24,1.25,14.5,17.0,8.0,8.2
1496,2024-01-21,TURKEY - SUPER LIG,Konyaspor,Antalyaspor,1,1,2.98,3.1,2.74,2.76,3.25,3.35
1497,2024-01-21,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,G.A. Eagles,0,2,2.26,2.32,3.3,3.4,3.75,3.9
1498,2024-01-21,NETHERLANDS - EREDIVISIE,Vitesse,Feyenoord,1,2,13.0,14.0,1.25,1.26,7.6,8.0
1499,2024-01-21,ENGLAND - PREMIER LEAGUE,Sheffield Utd,West Ham,2,2,3.55,3.6,2.28,2.3,3.5,3.55
1500,2024-01-21,ITALY - SERIE A,Empoli,Monza,3,0,2.9,2.92,2.72,2.76,3.4,3.45
1501,2024-01-21,PORTUGAL - LIGA PORTUGAL 2,Leixoes,Penafiel,0,1,2.26,2.42,3.5,3.9,3.0,3.3
1502,2024-01-21,GERMANY - BUNDESLIGA,Bayern Munich,Werder Bremen,0,1,1.1,1.11,36.0,40.0,14.0,14.5
1503,2024-01-21,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,St. Liege U23,3,1,1.41,1.61,6.2,9.2,4.3,6.4
1504,2024-01-21,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,St. Truiden,2,1,1.38,1.43,9.0,10.5,5.3,5.5
1505,2024-01-21,ITALY - SERIE B,Ascoli,Bari,2,2,2.74,2.82,3.3,3.45,2.88,2.92
1506,2024-01-21,SPAIN - LALIGA,Real Madrid,Almeria,3,2,1.17,1.18,19.5,21.0,10.0,10.5
1507,2024-01-21,SPAIN - LALIGA2,Mirandes,Levante,1,1,2.52,2.64,3.1,3.25,3.15,3.35
1508,2024-01-21,GERMANY - 3. LIGA,Ulm,Unterhaching,2,0,1.74,1.84,4.8,5.3,3.8,4.3
1509,2024-01-21,PORTUGAL - LIGA PORTUGAL,Portimonense,Gil Vicente,0,2,2.5,2.6,3.0,3.15,3.45,3.55
1510,2024-01-21,PORTUGAL - LIGA PORTUGAL 2,Torreense,Santa Clara,1,2,3.6,4.2,2.22,2.44,3.1,3.25
1511,2024-01-21,SWITZERLAND - SUPER LEAGUE,Lugano,Lausanne Ouchy,2,3,1.74,1.8,4.6,4.8,4.3,4.7
1512,2024-01-21,SWITZERLAND - SUPER LEAGUE,Zurich,Basel,0,0,1.67,1.71,5.3,5.6,4.3,4.6
1513,2024-01-21,NETHERLANDS - EREDIVISIE,Ajax,Waalwijk,4,1,1.25,1.27,11.0,13.0,7.8,8.2
1514,2024-01-21,TURKEY - 1. LIG,Genclerbirligi,Sakaryaspor,3,1,2.24,2.46,3.1,3.5,3.4,3.9
1515,2024-01-21,TURKEY - SUPER LIG,Trabzonspor,Galatasaray,1,5,4.3,4.5,1.91,1.95,3.95,4.1
1516,2024-01-21,ENGLAND - PREMIER LEAGUE,Bournemouth,Liverpool,0,4,4.5,4.6,1.78,1.79,4.6,4.7
1517,2024-01-21,GERMANY - BUNDESLIGA,B. Monchengladbach,Augsburg,1,2,2.0,2.02,3.9,3.95,4.1,4.2
1518,2024-01-21,ITALY - SERIE A,Salernitana,Genoa,1,2,3.8,3.9,2.3,2.34,3.25,3.3
1519,2024-01-21,BELGIUM - JUPILER PRO LEAGUE,Leuven,Anderlecht,1,1,5.1,5.3,1.69,1.71,4.6,4.7
1520,2024-01-21,SPAIN - LALIGA,Betis,Barcelona,2,4,4.3,4.4,1.89,1.9,4.1,4.2
1521,2024-01-21,SPAIN - LALIGA2,Huesca,Eibar,2,3,3.05,3.35,2.76,3.0,2.88,3.05
1522,2024-01-21,PORTUGAL - LIGA PORTUGAL,Chaves,Rio Ave,0,0,3.25,3.4,2.4,2.48,3.4,3.45
1523,2024-01-21,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Nacional,3,1,1.96,2.0,4.0,4.2,3.8,4.1
1524,2024-01-21,ROMANIA - LIGA 1,Univ. Craiova,Farul Constanta,1,2,1.83,1.97,4.1,5.2,3.55,4.1
1525,2024-01-21,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Club Brugge KV U23,0,2,1.34,1.39,8.0,10.5,5.4,6.6
1526,2024-01-21,BELGIUM - JUPILER PRO LEAGUE,RWDM,Eupen,0,1,1.93,1.96,4.3,4.4,3.9,4.0
1527,2024-01-21,GERMANY - 3. LIGA,Freiburg II,Dortmund II,0,0,2.98,3.6,2.18,2.56,3.25,3.95
1528,2024-01-21,ITALY - SERIE A,Lecce,Juventus,0,3,6.2,6.4,1.77,1.78,3.65,3.7
1529,2024-01-21,SPAIN - LALIGA,Girona,Sevilla,5,1,1.77,1.78,5.0,5.1,4.2,4.3
1530,2024-01-21,SPAIN - LALIGA2,Elche,Valladolid,0,0,2.32,2.48,3.4,3.7,3.15,3.35
1531,2024-01-21,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,Estrela,3,0,1.62,1.63,6.2,6.4,4.4,4.5
1532,2024-01-21,MEXICO - LIGA MX,U.A.N.L.- Tigres,Guadalajara Chivas,1,0,1.8,1.94,4.3,5.3,3.35,3.9
1533,2024-01-21,MEXICO - LIGA MX,Santos Laguna,Monterrey,0,2,2.92,3.25,2.3,2.48,3.5,4.0
1534,2024-01-22,ROMANIA - LIGA 1,FC Voluntari,Otelul,1,1,2.62,2.88,3.0,3.25,3.15,3.3
1535,2024-01-22,TURKEY - 1. LIG,Goztepe,Umraniyespor,4,1,1.74,1.83,4.6,5.7,3.75,4.2
1536,2024-01-22,TURKEY - SUPER LIG,Kayserispor,Istanbulspor AS,0,1,1.58,1.62,6.0,6.2,4.7,4.9
1537,2024-01-22,FRANCE - NATIONAL,Dijon,Le Mans,1,1,2.16,2.28,3.6,3.95,3.35,3.65
1538,2024-01-22,FRANCE - NATIONAL,Versailles,Martigues,0,1,2.48,2.76,3.0,3.4,3.1,3.5
1539,2024-01-22,ROMANIA - LIGA 1,FCSB,UTA Arad,4,0,1.44,1.46,8.8,10.5,4.5,5.1
1540,2024-01-22,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Jong PSV,4,2,1.53,1.62,5.6,7.0,4.2,6.0
1541,2024-01-22,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Groningen,0,1,4.4,4.9,1.74,1.8,4.1,4.5
1542,2024-01-22,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Dordrecht,5,1,2.28,2.42,2.82,3.05,4.0,4.3
1543,2024-01-22,NETHERLANDS - EERSTE DIVISIE,Roda,Eindhoven FC,3,0,1.65,1.77,4.5,6.2,3.95,4.9
1544,2024-01-22,SPAIN - LALIGA2,Leganes,Burgos CF,2,0,2.06,2.1,4.6,5.0,3.2,3.25
1545,2024-01-22,ENGLAND - PREMIER LEAGUE,Brighton,Wolves,0,0,1.69,1.7,5.4,5.5,4.4,4.5
1546,2024-01-22,ENGLAND - CHAMPIONSHIP,Leicester,Ipswich,1,1,1.92,1.93,4.5,4.6,3.85,3.9
1547,2024-01-22,SPAIN - LALIGA,Granada CF,Atl. Madrid,0,1,5.1,5.2,1.77,1.78,4.1,4.2
1548,2024-01-23,AUSTRALIA - A-LEAGUE,Newcastle Jets,Brisbane Roar,3,1,2.26,2.28,3.1,3.2,4.1,4.3
1549,2024-01-23,TURKEY - SUPER LIG,Hatayspor,Alanyaspor,1,1,2.34,2.48,3.25,3.5,3.4,3.45
1550,2024-01-23,CROATIA - HNL,D. Zagreb,Lok. Zagreb,0,3,1.22,1.23,14.5,19.0,7.6,8.4
1551,2024-01-23,TURKEY - SUPER LIG,Besiktas,Adana Demirspor,0,0,1.86,1.91,4.3,4.6,4.1,4.3
1552,2024-01-23,TURKEY - SUPER LIG,Pendikspor,Kasimpasa,3,2,2.58,2.62,2.78,2.82,3.8,3.85
1553,2024-01-23,GERMANY - 3. LIGA,Duisburg,Hallescher,2,3,2.32,2.48,2.98,3.15,3.55,3.95
1554,2024-01-23,GERMANY - 3. LIGA,Lubeck,Munich 1860,1,1,2.84,3.1,2.48,2.64,3.35,3.9
1555,2024-01-23,GERMANY - 3. LIGA,Mannheim,SG Dynamo Dresden,0,2,4.7,5.3,1.71,1.79,3.9,4.4
1556,2024-01-23,GERMANY - 3. LIGA,RW Essen,Viktoria Koln,3,1,1.94,2.22,3.45,4.3,3.6,4.2
1557,2024-01-23,GERMANY - 3. LIGA,Verl,Saarbrucken,0,0,3.15,3.4,2.24,2.36,3.6,3.85
1558,2024-01-23,SWITZERLAND - SUPER LEAGUE,Winterthur,Servette,3,3,3.55,3.7,2.14,2.22,3.75,4.0
1559,2024-01-23,SWITZERLAND - SUPER LEAGUE,Yverdon,Luzern,2,1,3.6,3.8,2.08,2.12,3.95,4.2
1560,2024-01-23,ENGLAND - LEAGUE ONE,Bristol Rovers,Exeter,0,1,1.78,1.79,5.1,5.2,4.0,4.2
1561,2024-01-23,ENGLAND - LEAGUE ONE,Charlton,Northampton,2,3,1.95,1.99,4.1,4.3,3.95,4.1
1562,2024-01-23,ENGLAND - LEAGUE ONE,Oxford Utd,Barnsley,0,1,2.24,2.3,3.3,3.4,3.8,3.85
1563,2024-01-23,ENGLAND - LEAGUE ONE,Wigan,Wycombe,1,0,2.82,2.86,2.8,2.86,3.4,3.45
1564,2024-01-23,ENGLAND - LEAGUE TWO,Bradford City,Salford,1,1,1.69,1.74,5.7,5.9,4.0,4.3
1565,2024-01-23,ENGLAND - LEAGUE TWO,MK Dons,AFC Wimbledon,3,1,2.2,2.22,3.6,3.75,3.55,3.7
1566,2024-01-23,FRANCE - LIGUE 2,Amiens,Annecy,1,0,2.1,2.14,4.2,4.4,3.4,3.5
1567,2024-01-23,FRANCE - LIGUE 2,Angers,Quevilly Rouen,3,2,2.02,2.14,4.1,4.5,3.35,3.5
1568,2024-01-23,FRANCE - LIGUE 2,Bastia,Caen,1,2,2.44,2.6,3.3,3.55,3.15,3.25
1569,2024-01-23,FRANCE - LIGUE 2,Bordeaux,Valenciennes,3,1,1.49,1.54,7.6,8.6,4.5,4.9
1570,2024-01-23,FRANCE - LIGUE 2,Concarneau,Troyes,1,0,2.5,2.6,3.0,3.3,3.35,3.5
1571,2024-01-23,FRANCE - LIGUE 2,Dunkerque,AC Ajaccio,2,0,2.88,3.0,2.96,3.1,2.98,3.05
1572,2024-01-23,FRANCE - LIGUE 2,Grenoble,Auxerre,1,1,3.35,3.7,2.2,2.34,3.55,3.65
1573,2024-01-23,FRANCE - LIGUE 2,Guingamp,Rodez,3,3,2.0,2.12,4.1,4.6,3.4,3.6
1574,2024-01-23,FRANCE - LIGUE 2,Laval,Paris FC,1,1,2.48,2.58,3.25,3.5,3.15,3.2
1575,2024-01-23,FRANCE - LIGUE 2,Pau FC,St Etienne,0,1,2.82,3.2,2.5,2.72,3.5,3.6
1576,2024-01-23,SCOTLAND - PREMIERSHIP,Hearts,Dundee FC,3,2,1.73,1.75,5.2,5.5,3.95,4.2
1577,2024-01-23,SCOTLAND - CHAMPIONSHIP,Ayr,Arbroath,2,0,1.7,1.82,4.6,5.4,4.1,4.8
1578,2024-01-23,ENGLAND - LEAGUE ONE,Reading,Derby,1,0,4.5,4.6,1.88,1.89,4.0,4.1
1579,2024-01-24,TURKEY - SUPER LIG,Ankaragucu,Karagumruk,2,0,2.38,2.5,3.3,3.55,3.25,3.35
1580,2024-01-24,TURKEY - SUPER LIG,Gaziantep,Konyaspor,1,1,2.28,2.32,3.55,3.7,3.4,3.45
1581,2024-01-24,CROATIA - HNL,Gorica,Rijeka,2,3,4.4,5.0,1.86,1.94,3.5,3.85
1582,2024-01-24,TURKEY - SUPER LIG,Antalyaspor,Sivasspor,2,1,1.77,1.78,5.6,5.8,3.85,3.9
1583,2024-01-24,TURKEY - SUPER LIG,Basaksehir,Fenerbahce,0,1,6.8,7.2,1.52,1.54,4.9,5.1
1584,2024-01-24,NETHERLANDS - EREDIVISIE,Almere City,Sittard,0,0,2.56,2.7,2.88,3.05,3.55,3.75
1585,2024-01-24,GERMANY - 3. LIGA,Arminia Bielefeld,Ulm,0,2,2.46,2.58,2.88,3.1,3.6,3.75
1586,2024-01-24,GERMANY - 3. LIGA,Dortmund II,Regensburg,1,0,3.25,3.6,2.2,2.36,3.55,3.9
1587,2024-01-24,GERMANY - 3. LIGA,Ingolstadt,Preussen Munster,1,1,1.97,2.04,3.65,4.0,3.8,4.5
1588,2024-01-24,GERMANY - 3. LIGA,Sandhausen,Aue,1,0,2.16,2.26,3.3,3.55,3.75,3.9
1589,2024-01-24,GERMANY - 3. LIGA,Unterhaching,Freiburg II,1,0,1.77,1.89,4.6,5.2,3.75,4.1
1590,2024-01-24,GERMANY - BUNDESLIGA,Bayern Munich,Union Berlin,1,0,1.17,1.18,22.0,23.0,9.8,10.0
1591,2024-01-24,ENGLAND - CHAMPIONSHIP,Leeds,Norwich,1,0,1.46,1.48,7.8,8.0,5.2,5.3
1592,2024-01-24,SCOTLAND - PREMIERSHIP,Hibernian,Rangers,0,3,9.4,10.5,1.41,1.42,5.2,5.4
1593,2024-01-24,SCOTLAND - PREMIERSHIP,St Johnstone,Aberdeen,1,1,4.0,4.3,2.06,2.12,3.55,3.7
1594,2024-01-24,MEXICO - LIGA MX,Atl. San Luis,U.A.N.L.- Tigres,1,2,3.5,3.75,2.18,2.36,3.45,3.6
1595,2024-01-24,MEXICO - LIGA MX,Monterrey,Queretaro,1,1,1.43,1.51,7.6,10.0,4.4,5.5
1596,2024-01-25,MEXICO - LIGA MX,Juarez,Club America,0,2,5.0,5.6,1.67,1.71,4.3,4.6
1597,2024-01-25,AUSTRALIA - A-LEAGUE,Melbourne City,Adelaide United,1,0,1.88,1.9,3.8,3.85,4.8,5.0
1598,2024-01-25,TURKEY - SUPER LIG,Samsunspor,Kayserispor,2,0,2.04,2.08,4.0,4.4,3.5,3.7
1599,2024-01-25,TURKEY - SUPER LIG,Galatasaray,Istanbulspor AS,3,1,1.13,1.14,27.0,34.0,11.5,13.0
1600,2024-01-25,TURKEY - SUPER LIG,Rizespor,Trabzonspor,1,0,2.94,2.96,2.64,2.66,3.5,3.6
1601,2024-01-26,AUSTRALIA - A-LEAGUE,Melbourne Victory,Sydney FC,1,1,2.26,2.3,3.05,3.15,4.1,4.3
1602,2024-01-26,CROATIA - HNL,Varazdin,Slaven Belupo,1,2,1.96,2.16,3.95,4.4,3.5,3.8
1603,2024-01-26,GERMANY - 2. BUNDESLIGA,Hannover,Nurnberg,3,0,1.9,1.95,4.3,4.4,3.85,4.2
1604,2024-01-26,GERMANY - 2. BUNDESLIGA,Kaiserslautern,Schalke,4,1,2.52,2.6,2.86,2.96,3.75,3.8
1605,2024-01-26,GERMANY - 3. LIGA,Hallescher,Mannheim,1,4,2.22,2.28,3.25,3.4,3.7,3.95
1606,2024-01-26,ROMANIA - LIGA 1,Farul Constanta,U Craiova 1948,1,0,1.85,1.97,4.4,4.8,3.6,4.0
1607,2024-01-26,FRANCE - NATIONAL,Epinal,Nancy,1,2,3.15,3.6,2.42,2.7,3.1,3.35
1608,2024-01-26,FRANCE - NATIONAL,Nimes,Rouen,2,0,3.85,4.2,2.08,2.22,3.3,3.6
1609,2024-01-26,FRANCE - NATIONAL,Niort,Chateauroux,0,0,2.16,2.26,3.6,4.0,3.4,3.65
1610,2024-01-26,FRANCE - NATIONAL,Orleans,Versailles,2,1,2.18,2.5,3.3,3.7,3.2,3.65
1611,2024-01-26,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Vaduz,1,0,2.06,2.14,3.2,3.5,4.0,4.5
1612,2024-01-26,SWITZERLAND - CHALLENGE LEAGUE,Wil,Sion,1,4,3.85,4.4,1.87,2.04,3.65,4.4
1613,2024-01-26,BELGIUM - CHALLENGER PRO LEAGUE,Francs Borains,Beveren,3,0,4.9,6.0,1.68,1.8,3.8,4.4
